,_id_x,ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period_x,_id_y,period_y,pv_estimate
1076,5b7d20ae6cc249162d3b21e0,0,0,0,0,0,0,0,0,14,106,86,27,2018-08-22 09:00:00+00:00,PT30M,5b7d27946cc249164674e245,PT30M,0.0
1077,5b7d27886cc249162d3b21e2,0,0,0,0,0,0,0,0,14,113,90,28,2018-08-22 09:30:00+00:00,PT30M,5b7d2e6d6cc249164674e247,PT30M,0.0
1078,5b7d2e646cc249162d3b21e4,0,0,0,0,0,0,0,0,14,119,95,29,2018-08-22 10:00:00+00:00,PT30M,5b7d35466cc249164674e249,PT30M,0.0
1079,5b7d353c6cc249162d3b21e6,0,0,0,0,0,0,0,0,14,125,99,29,2018-08-22 10:30:00+00:00,PT30M,5b7d3c1f6cc249164674e24b,PT30M,0.0
1080,5b7d3c156cc249162d3b21e8,0,0,0,0,0,0,0,0,14,131,104,28,2018-08-22 11:00:00+00:00,PT30M,5b7d42f76cc249164674e24d,PT30M,0.0
1081,5b7d42ed6cc249162d3b21ea,0,0,0,0,0,0,0,0,14,137,110,28,2018-08-22 11:30:00+00:00,PT30M,5b7d49d06cc249164674e24f,PT30M,0.0
1082,5b7d49c66cc249162d3b21ec,0,0,0,0,0,0,0,0,14,143,118,27,2018-08-22 12:00:00+00:00,PT30M,5b7d50a96cc249164674e251,PT30M,0.0
1083,5b7d509e6cc249162d3b21ee,0,0,0,0,0,0,0,0,14,148,127,25,2018-08-22 12:30:00+00:00,PT30M,5b7d57816cc249164674e253,PT30M,0.0
1084,5b7d57776cc249162d3b21f0,0,0,0,0,0,0,0,0,14,153,138,24,2018-08-22 13:00:00+00:00,PT30M,5b7d5e5a6cc249164674e255,PT30M,0.0
1085,5b7d65286cc249162d3b21f4,0,0,0,0,0,0,0,0,13,156,153,22,2018-08-22 13:30:00+00:00,PT30M,5b7d6c0b6cc249164674e259,PT30M,0.0
1086,5b7d6c016cc249162d3b21f6,0,0,0,0,0,0,0,0,13,158,171,20,2018-08-22 14:00:00+00:00,PT30M,5b7d72e46cc249164674e25b,PT30M,0.0
1087,5b7d72d96cc249162d3b21f8,0,0,0,0,0,0,0,0,13,158,-169,18,2018-08-22 14:30:00+00:00,PT30M,5b7d79bc6cc249164674e25d,PT30M,0.0
1088,5b7d79b26cc249162d3b21fa,0,0,0,0,0,0,0,0,13,156,-151,16,2018-08-22 15:00:00+00:00,PT30M,5b7d80946cc249164674e25f,PT30M,0.0
1089,5b7d808b6cc249162d3b21fc,0,0,0,0,0,0,0,0,13,152,-137,13,2018-08-22 15:30:00+00:00,PT30M,5b7d87706cc249164674e261,PT30M,0.0
1090,5b7d87636cc249162d3b21fe,0,0,0,0,0,0,0,0,13,147,-126,11,2018-08-22 16:00:00+00:00,PT30M,5b7d8e486cc249164674e263,PT30M,0.0
1091,5b7d8e3c6cc249162d3b2200,0,0,0,0,0,0,0,0,13,142,-117,9,2018-08-22 16:30:00+00:00,PT30M,5b7d95216cc249164674e265,PT30M,0.0
1092,5b7d95156cc249162d3b2202,0,0,0,0,0,0,0,0,13,136,-110,8,2018-08-22 17:00:00+00:00,PT30M,5b7d9bf96cc249164674e267,PT30M,0.0
1093,5b7d9bee6cc249162d3b2204,0,0,0,0,0,0,0,0,12,130,-104,7,2018-08-22 17:30:00+00:00,PT30M,5b7da2d36cc249164674e269,PT30M,0.0
1094,5b7da2c76cc249162d3b2206,0,0,0,0,0,0,0,0,12,124,-99,6,2018-08-22 18:00:00+00:00,PT30M,5b7da9ad6cc249164674e26b,PT30M,0.0
1095,5b7da99f6cc249162d3b2208,0,0,0,0,0,0,0,0,12,118,-94,6,2018-08-22 18:30:00+00:00,PT30M,5b7db0866cc249164674e26d,PT30M,0.0
1096,5b7db07c6cc249162d3b220a,0,0,0,0,0,0,0,0,12,112,-90,6,2018-08-22 19:00:00+00:00,PT30M,5b7db7626cc249164674e26f,PT30M,0.0
1097,5b7db7556cc249162d3b220c,0,0,0,0,0,0,0,0,12,106,-86,3,2018-08-22 19:30:00+00:00,PT30M,5b7dbe3b6cc249164674e271,PT30M,0.0
1099,5b7dbe2e6cc249162d3b220e,0,0,0,0,0,0,0,0,12,99,-82,4,2018-08-22 20:00:00+00:00,PT30M,5b7dc537923dac7b907bfcfb,PT30M,0.0
1100,5b7dc50c6cc249162d3b2210,4,4,4,1,6,6,6,3,12,93,-78,4,2018-08-22 20:30:00+00:00,PT30M,5b7dcc12923dac7b907bfcfd,PT30M,0.0
1101,5b7dcbe46cc249162d3b2212,37,37,35,14,86,81,86,22,12,87,-73,4,2018-08-22 21:00:00+00:00,PT30M,5b7dd2ea923dac7b907bfcff,PT30M,26.805151109526
1102,5b7dd2bd6cc249162d3b2214,109,112,103,59,335,273,362,49,12,81,-69,2,2018-08-22 21:30:00+00:00,PT30M,5b7dd9c3923dac7b907bfd01,PT30M,127.998433665679
1103,5b7dd9956cc249162d3b2216,201,205,188,133,535,433,568,67,12,76,-64,2,2018-08-22 22:00:00+00:00,PT30M,5b7de09c923dac7b907bfd03,PT30M,244.591528620412
1104,5b7de06e6cc249162d3b2218,298,301,284,222,651,578,670,76,13,70,-59,1,2018-08-22 22:30:00+00:00,PT30M,5b7de774923dac7b907bfd05,PT30M,342.05621947219
1105,5b7de7466cc249162d3b221a,392,393,372,308,719,666,724,84,13,65,-54,4,2018-08-22 23:00:00+00:00,PT30M,5b7dee4d923dac7b907bfd07,PT30M,430.161038915421
1106,5b7dee1f6cc249162d3b221c,475,475,452,385,767,728,767,91,13,60,-47,6,2018-08-22 23:30:00+00:00,PT30M,5b7df525923dac7b907bfd09,PT30M,509.672842331614
1098,5b7df4f86cc249162d3b221e,545,548,519,447,793,735,799,98,14,56,-40,8,2018-08-23 00:00:00+00:00,PT30M,5b7df9445f627d7595a54881,PT30M,552.493769745286
1107,5b7dfbd16cc249162d3b2220,558,595,530,401,654,591,784,156,14,52,-33,8,2018-08-23 00:30:00+00:00,PT30M,5b7e001d5f627d7595a54883,PT30M,439.576950944372
1108,5b7e02aa6cc249162d3b2222,467,632,420,140,214,121,769,325,14,49,-24,28,2018-08-23 01:00:00+00:00,PT30M,5b7e0dcf5f627d7595a54887,PT30M,334.191310375386
1109,5b7e09826cc249162d3b2224,442,653,383,80,119,48,750,361,14,47,-14,35,2018-08-23 01:30:00+00:00,PT30M,5b7e14a85f627d7595a54889,PT30M,325.383013812075
1110,5b7e105b6cc249162d3b2226,423,690,357,58,84,32,829,365,15,46,-4,39,2018-08-23 02:00:00+00:00,PT30M,5b7e1b815f627d7595a5488b,PT30M,379.823695247036
1111,5b7e17336cc249162d3b2228,444,690,409,74,108,65,831,369,15,46,6,35,2018-08-23 02:30:00+00:00,PT30M,5b7e225b5f627d7595a5488d,PT30M,484.521864704362
1112,5b7e1e0c6cc249162d3b222a,502,671,476,182,270,225,822,320,15,47,16,25,2018-08-23 03:00:00+00:00,PT30M,5b7e29355f627d7595a5488f,PT30M,553.361356081152
1113,5b7e24e56cc249162d3b222c,554,628,526,339,528,473,788,214,15,50,25,14,2018-08-23 03:30:00+00:00,PT30M,5b7e30145f627d7595a54891,PT30M,551.043136671879
1114,5b7e2bbf6cc249162d3b222e,515,584,480,315,523,409,783,199,15,53,34,13,2018-08-23 04:00:00+00:00,PT30M,5b7e36ee5f627d7595a54893,PT30M,425.733875243103
1115,5b7e32976cc249162d3b2230,407,445,206,153,279,7,434,253,15,56,41,23,2018-08-23 04:30:00+00:00,PT30M,5b7e3dc75f627d7595a54895,PT30M,189.617333064181
1116,5b7e39736cc249162d3b2232,250,311,173,19,41,6,170,231,15,61,48,45,2018-08-23 05:00:00+00:00,PT30M,5b7e44a35f627d7595a54897,PT30M,220.846176514268
1117,5b7e404b6cc249162d3b2234,259,330,214,59,147,47,492,200,15,66,54,29,2018-08-23 05:30:00+00:00,PT30M,5b7e4b815f627d7595a54899,PT30M,283.838023366342
1118,5b7e47246cc249162d3b2236,238,264,201,113,347,160,532,123,15,71,60,14,2018-08-23 06:00:00+00:00,PT30M,5b7e525b5f627d7595a5489b,PT30M,304.491617951439
1119,5b7e4e006cc249162d3b2238,167,180,151,82,344,220,468,84,14,76,65,7,2018-08-23 06:30:00+00:00,PT30M,5b7e59345f627d7595a5489d,PT30M,167.118554738717
1120,5b7e54d96cc249162d3b223a,81,87,72,26,150,87,206,55,14,82,70,10,2018-08-23 07:00:00+00:00,PT30M,5b7e600d5f627d7595a5489f,PT30M,62.4404335073055
1121,5b7e5bb06cc249162d3b223c,17,20,14,2,11,4,18,15,14,88,74,31,2018-08-23 07:30:00+00:00,PT30M,5b7e66e65f627d7595a548a1,PT30M,16.5967479140853
1122,5b7e628c6cc249162d3b223e,2,2,2,0,2,2,2,2,14,94,78,4,2018-08-23 08:00:00+00:00,PT30M,5b7e6dc15f627d7595a548a3,PT30M,0.0
1123,5b7e703d6cc249162d3b2242,0,0,0,0,0,0,0,0,14,100,82,51,2018-08-23 08:30:00+00:00,PT30M,5b7e749c5f627d7595a548a5,PT30M,0.0
1124,5b7e77166cc249162d3b2244,0,0,0,0,0,0,0,0,15,106,86,52,2018-08-23 09:00:00+00:00,PT30M,5b7e7b755f627d7595a548a7,PT30M,0.0
1125,5b7e7df06cc249162d3b2246,0,0,0,0,0,0,0,0,15,113,91,21,2018-08-23 09:30:00+00:00,PT30M,5b7e82535f627d7595a548a9,PT30M,0.0
1126,5b7e84c96cc249162d3b2248,0,0,0,0,0,0,0,0,15,119,95,21,2018-08-23 10:00:00+00:00,PT30M,5b7e892f5f627d7595a548ab,PT30M,0.0
1127,5b7e8ba16cc249162d3b224a,0,0,0,0,0,0,0,0,15,125,100,21,2018-08-23 10:30:00+00:00,PT30M,5b7e90095f627d7595a548ad,PT30M,0.0
1128,5b7e927a6cc249162d3b224c,0,0,0,0,0,0,0,0,15,131,105,21,2018-08-23 11:00:00+00:00,PT30M,5b7e96e25f627d7595a548af,PT30M,0.0
1129,5b7e99526cc249162d3b224e,0,0,0,0,0,0,0,0,15,137,111,17,2018-08-23 11:30:00+00:00,PT30M,5b7e9dbc5f627d7595a548b1,PT30M,0.0
1130,5b7ea02b6cc249162d3b2250,0,0,0,0,0,0,0,0,15,143,118,18,2018-08-23 12:00:00+00:00,PT30M,5b7ea4955f627d7595a548b3,PT30M,0.0
1131,5b7ea7046cc249162d3b2252,0,0,0,0,0,0,0,0,15,148,127,52,2018-08-23 12:30:00+00:00,PT30M,5b7eab6e5f627d7595a548b5,PT30M,0.0
1132,5b7eadde6cc249162d3b2254,0,0,0,0,0,0,0,0,15,152,139,52,2018-08-23 13:00:00+00:00,PT30M,5b7eb2485f627d7595a548b7,PT30M,0.0
1133,5b7eb4b76cc249162d3b2256,0,0,0,0,0,0,0,0,14,156,154,52,2018-08-23 13:30:00+00:00,PT30M,5b7eb9225f627d7595a548b9,PT30M,0.0
1134,5b7ebb906cc249162d3b2258,0,0,0,0,0,0,0,0,14,158,172,51,2018-08-23 14:00:00+00:00,PT30M,5b7ebffb5f627d7595a548bb,PT30M,0.0
1135,5b7ec2696cc249162d3b225a,0,0,0,0,0,0,0,0,14,158,-169,51,2018-08-23 14:30:00+00:00,PT30M,5b7ec6d55f627d7595a548bd,PT30M,0.0
1136,5b7ed01a6cc249162d3b225e,0,0,0,0,0,0,0,0,14,152,-137,50,2018-08-23 15:30:00+00:00,PT30M,5b7ed48a5f627d7595a548c1,PT30M,0.0
1137,5b7ed6f76cc249162d3b2260,0,0,0,0,0,0,0,0,14,147,-126,49,2018-08-23 16:00:00+00:00,PT30M,5b7edb625f627d7595a548c3,PT30M,0.0
1138,5b7eddcf6cc249162d3b2262,0,0,0,0,0,0,0,0,14,142,-117,49,2018-08-23 16:30:00+00:00,PT30M,5b7ee23b5f627d7595a548c5,PT30M,0.0
1139,5b7ee4a76cc249162d3b2264,0,0,0,0,0,0,0,0,14,136,-110,48,2018-08-23 17:00:00+00:00,PT30M,5b7ee9145f627d7595a548c7,PT30M,0.0
1140,5b7eeb806cc249162d3b2266,0,0,0,0,0,0,0,0,14,130,-104,47,2018-08-23 17:30:00+00:00,PT30M,5b7eefed5f627d7595a548c9,PT30M,0.0
1141,5b7ef2586cc249162d3b2268,0,0,0,0,0,0,0,0,14,124,-99,46,2018-08-23 18:00:00+00:00,PT30M,5b7ef6cd5f627d7595a548cb,PT30M,0.0
1142,5b7ef9306cc249162d3b226a,0,0,0,0,0,0,0,0,13,118,-94,46,2018-08-23 18:30:00+00:00,PT30M,5b7efda45f627d7595a548cd,PT30M,0.0
1143,5b7f00086cc249162d3b226c,0,0,0,0,0,0,0,0,13,112,-90,14,2018-08-23 19:00:00+00:00,PT30M,5b7f047e5f627d7595a548cf,PT30M,0.0
1144,5b7f06e16cc249162d3b226e,0,0,0,0,0,0,0,0,13,105,-86,9,2018-08-23 19:30:00+00:00,PT30M,5b7f0b5c5f627d7595a548d1,PT30M,0.0
1145,5b7f0db96cc249162d3b2270,0,0,0,0,0,0,0,0,13,99,-82,7,2018-08-23 20:00:00+00:00,PT30M,5b7f19115f627d7595a548d5,PT30M,0.0
1146,5b7f14946cc249162d3b2272,5,5,4,2,10,8,10,3,13,93,-78,41,2018-08-23 20:30:00+00:00,PT30M,5b7f1fea5f627d7595a548d7,PT30M,0.0
1147,5b7f1b6c6cc249162d3b2274,38,39,35,15,92,67,96,23,13,87,-74,41,2018-08-23 21:00:00+00:00,PT30M,5b7f26c35f627d7595a548d9,PT30M,17.1669489374919
1148,5b7f22456cc249162d3b2276,109,115,86,57,322,109,375,52,14,81,-69,3,2018-08-23 21:30:00+00:00,PT30M,5b7f2d9d5f627d7595a548db,PT30M,26.6397587413284
1149,5b7f291e6cc249162d3b2278,133,150,122,18,69,44,128,116,14,75,-65,35,2018-08-23 22:00:00+00:00,PT30M,5b7f34765f627d7595a548dd,PT30M,73.8608517216846
1150,5b7f2ff76cc249162d3b227a,141,190,132,5,14,11,82,136,14,70,-60,53,2018-08-23 22:30:00+00:00,PT30M,5b7f3b505f627d7595a548df,PT30M,132.617013521204
1151,5b7f36d06cc249162d3b227c,256,323,200,44,101,25,346,211,14,65,-54,35,2018-08-23 23:00:00+00:00,PT30M,5b7f42295f627d7595a548e1,PT30M,200.731019081448
1152,5b7f3da86cc249162d3b227e,276,386,220,27,55,15,378,249,15,60,-48,42,2018-08-23 23:30:00+00:00,PT30M,5b7f49025f627d7595a548e3,PT30M,330.555861908467
1153,5b7f44826cc249162d3b2280,410,503,302,143,252,44,628,267,15,56,-41,25,2018-08-24 00:00:00+00:00,PT30M,5b7f4fdf5f627d7595a548e5,PT30M,253.712292663968
1154,5b7f4b5b6cc249162d3b2282,386,469,331,64,104,41,311,322,15,52,-33,36,2018-08-24 00:30:00+00:00,PT30M,5b7f56b85f627d7595a548e7,PT30M,184.398788930385
1155,5b7f52336cc249162d3b2284,372,599,203,37,56,2,649,334,15,49,-24,43,2018-08-24 01:00:00+00:00,PT30M,5b7f5d915f627d7595a548e9,PT30M,116.898913681209
1156,5b7f590c6cc249162d3b2286,351,646,120,24,34,38,731,327,16,47,-14,48,2018-08-24 01:30:00+00:00,PT30M,5b7f646a5f627d7595a548eb,PT30M,229.969462631236
1157,5b7f5fe76cc249162d3b2288,363,571,174,27,38,1,457,336,16,46,-4,47,2018-08-24 02:00:00+00:00,PT30M,5b7f6b435f627d7595a548ed,PT30M,169.017427730748
1158,5b7f66c16cc249162d3b228a,386,603,132,41,60,6,545,344,16,46,6,44,2018-08-24 02:30:00+00:00,PT30M,5b7f721c5f627d7595a548ef,PT30M,246.157594067389
1159,5b7f74746cc249162d3b228e,659,666,637,528,777,723,799,132,16,47,16,3,2018-08-24 03:00:00+00:00,PT30M,5b7f78f45f627d7595a548f1,PT30M,668.350843876089
1160,5b7f7b4c6cc249162d3b2290,641,642,620,527,806,776,810,113,16,49,25,1,2018-08-24 03:30:00+00:00,PT30M,5b7f7fce5f627d7595a548f3,PT30M,643.992876804092
1161,5b7f82256cc249162d3b2292,593,596,573,485,794,758,803,108,16,52,34,55,2018-08-24 04:00:00+00:00,PT30M,5b7f86ae5f627d7595a548f5,PT30M,578.527460331812
1162,5b7f89016cc249162d3b2294,519,525,500,405,734,671,760,113,16,56,42,2,2018-08-24 04:30:00+00:00,PT30M,5b7f8d885f627d7595a548f7,PT30M,539.760588752692
1163,5b7f8fdd6cc249162d3b2296,439,448,424,325,674,618,714,114,16,61,49,4,2018-08-24 05:00:00+00:00,PT30M,5b7f94615f627d7595a548f9,PT30M,433.212766040231
1164,5b7f96b66cc249162d3b2298,356,360,341,250,607,531,629,106,16,65,55,4,2018-08-24 05:30:00+00:00,PT30M,5b7f9b395f627d7595a548fb,PT30M,379.011064852156
1165,5b7f9d8f6cc249162d3b229a,271,273,258,181,555,473,572,89,16,71,60,3,2018-08-24 06:00:00+00:00,PT30M,5b7fa2135f627d7595a548fd,PT30M,295.92494285213
1166,5b7fa4686cc249162d3b229c,132,180,108,52,202,184,468,79,16,76,65,31,2018-08-24 06:30:00+00:00,PT30M,5b7fa8ef5f627d7595a548ff,PT30M,195.736073824112
1167,5b7fab406cc249162d3b229e,57,84,46,12,75,73,170,44,16,82,70,43,2018-08-24 07:00:00+00:00,PT30M,5b7fafc75f627d7595a54901,PT30M,70.1820307519948
1168,5b7fb2186cc249162d3b22a0,25,26,25,8,45,43,46,18,16,88,74,1,2018-08-24 07:30:00+00:00,PT30M,5b7fb6a05f627d7595a54903,PT30M,17.4154687308464
1169,5b7fb8f16cc249162d3b22a2,2,2,2,0,2,2,2,2,16,94,79,6,2018-08-24 08:00:00+00:00,PT30M,5b7fbd7a5f627d7595a54905,PT30M,0.0
1170,5b7fbfc86cc249162d3b22a4,0,0,0,0,0,0,0,0,15,100,83,7,2018-08-24 08:30:00+00:00,PT30M,5b7fc4535f627d7595a54907,PT30M,0.0
1171,5b7fc6a26cc249162d3b22a6,0,0,0,0,0,0,0,0,15,106,87,44,2018-08-24 09:00:00+00:00,PT30M,5b7fcb2d5f627d7595a54909,PT30M,0.0
1172,5b7fcd7a6cc249162d3b22a8,0,0,0,0,0,0,0,0,15,112,91,9,2018-08-24 09:30:00+00:00,PT30M,5b7fd2065f627d7595a5490b,PT30M,0.0
1173,5b7fd4546cc249162d3b22aa,0,0,0,0,0,0,0,0,15,119,95,8,2018-08-24 10:00:00+00:00,PT30M,5b7fd8e05f627d7595a5490d,PT30M,0.0
1174,5b7fdb3b6cc249162d3b22ac,0,0,0,0,0,0,0,0,15,125,100,7,2018-08-24 10:30:00+00:00,PT30M,5b7fdfe35f627d7595a5490f,PT30M,0.0
1175,5b7fe2226cc249162d3b22ae,0,0,0,0,0,0,0,0,15,131,105,7,2018-08-24 11:00:00+00:00,PT30M,5b7fe6bd5f627d7595a54911,PT30M,0.0
1176,5b7fe8fc6cc249162d3b22b0,0,0,0,0,0,0,0,0,15,137,111,7,2018-08-24 11:30:00+00:00,PT30M,5b7fed975f627d7595a54913,PT30M,0.0
1177,5b7fefd46cc249162d3b22b2,0,0,0,0,0,0,0,0,15,142,119,7,2018-08-24 12:00:00+00:00,PT30M,5b7ff46e5f627d7595a54915,PT30M,0.0
1178,5b7ff6ab6cc249162d3b22b4,0,0,0,0,0,0,0,0,15,148,128,7,2018-08-24 12:30:00+00:00,PT30M,5b7ffb475f627d7595a54917,PT30M,0.0
1179,5b7ffd846cc249162d3b22b6,0,0,0,0,0,0,0,0,15,152,139,8,2018-08-24 13:00:00+00:00,PT30M,5b8002215f627d7595a54919,PT30M,0.0
1180,5b80045e6cc249162d3b22b8,0,0,0,0,0,0,0,0,15,155,154,8,2018-08-24 13:30:00+00:00,PT30M,5b8008fa5f627d7595a5491b,PT30M,0.0
1181,5b800b366cc249162d3b22ba,0,0,0,0,0,0,0,0,15,157,172,8,2018-08-24 14:00:00+00:00,PT30M,5b800fd25f627d7595a5491d,PT30M,0.0
1182,5b80120f6cc249162d3b22bc,0,0,0,0,0,0,0,0,15,157,-169,9,2018-08-24 14:30:00+00:00,PT30M,5b8016aa5f627d7595a5491f,PT30M,0.0
1183,5b8018e76cc249162d3b22be,0,0,0,0,0,0,0,0,15,155,-152,11,2018-08-24 15:00:00+00:00,PT30M,5b80245c5f627d7595a54923,PT30M,0.0
1184,5b801fc06cc249162d3b22c0,0,0,0,0,0,0,0,0,15,151,-137,13,2018-08-24 15:30:00+00:00,PT30M,5b802b355f627d7595a54925,PT30M,0.0
1185,5b8026a16cc249162d3b22c2,0,0,0,0,0,0,0,0,15,147,-126,17,2018-08-24 16:00:00+00:00,PT30M,5b80320e5f627d7595a54927,PT30M,0.0
1186,5b802d796cc249162d3b22c4,0,0,0,0,0,0,0,0,15,141,-118,20,2018-08-24 16:30:00+00:00,PT30M,5b8038e75f627d7595a54929,PT30M,0.0
1187,5b8034526cc249162d3b22c6,0,0,0,0,0,0,0,0,15,136,-110,24,2018-08-24 17:00:00+00:00,PT30M,5b803fc15f627d7595a5492b,PT30M,0.0
1188,5b803b2b6cc249162d3b22c8,0,0,0,0,0,0,0,0,15,130,-105,27,2018-08-24 17:30:00+00:00,PT30M,5b80469a5f627d7595a5492d,PT30M,0.0
1189,5b8042036cc249162d3b22ca,0,0,0,0,0,0,0,0,15,124,-99,30,2018-08-24 18:00:00+00:00,PT30M,5b804d745f627d7595a5492f,PT30M,0.0
1190,5b8048db6cc249162d3b22cc,0,0,0,0,0,0,0,0,15,118,-95,33,2018-08-24 18:30:00+00:00,PT30M,5b80544c5f627d7595a54931,PT30M,0.0
1191,5b804fb46cc249162d3b22ce,0,0,0,0,0,0,0,0,15,111,-90,11,2018-08-24 19:00:00+00:00,PT30M,5b805b255f627d7595a54933,PT30M,0.0
1192,5b80568c6cc249162d3b22d0,0,0,0,0,0,0,0,0,15,105,-86,14,2018-08-24 19:30:00+00:00,PT30M,5b8061fe5f627d7595a54935,PT30M,0.0
1193,5b805d656cc249162d3b22d2,0,0,0,0,0,0,0,0,15,99,-82,4,2018-08-24 20:00:00+00:00,PT30M,5b8068d75f627d7595a54937,PT30M,0.0
1194,5b80643f6cc249162d3b22d4,5,5,3,2,10,0,14,3,15,93,-78,11,2018-08-24 20:30:00+00:00,PT30M,5b806fb05f627d7595a54939,PT30M,0.0
1195,5b806b176cc249162d3b22d6,36,40,24,13,77,10,134,22,15,87,-74,11,2018-08-24 21:00:00+00:00,PT30M,5b8076895f627d7595a5493b,PT30M,18.7745411760314
1196,5b8071f06cc249162d3b22d8,98,111,68,35,194,32,334,63,15,81,-70,16,2018-08-24 21:30:00+00:00,PT30M,5b807d635f627d7595a5493d,PT30M,22.5578278852329
1197,5b807fa16cc249162d3b22dc,86,126,69,2,9,4,96,84,15,75,-65,59,2018-08-24 22:00:00+00:00,PT30M,5b80843d5f627d7595a5493f,PT30M,80.5560034339488
1198,5b80867a6cc249162d3b22de,196,236,178,30,84,45,274,165,16,70,-60,37,2018-08-24 22:30:00+00:00,PT30M,5b808b155f627d7595a54941,PT30M,169.696559505016
1199,5b808d536cc249162d3b22e0,287,331,229,91,206,101,381,195,16,64,-54,28,2018-08-24 23:00:00+00:00,PT30M,5b8091ef5f627d7595a54943,PT30M,247.191378085227
1200,5b80942c6cc249162d3b22e2,414,440,363,237,465,256,577,176,16,60,-48,13,2018-08-24 23:30:00+00:00,PT30M,5b8098cb5f627d7595a54945,PT30M,418.729295444174
1201,5b809b066cc249162d3b22e4,389,437,349,113,201,141,333,274,16,55,-41,29,2018-08-25 00:00:00+00:00,PT30M,5b809fa45f627d7595a54947,PT30M,404.158094793147
1202,5b80a1de6cc249162d3b22e6,363,448,311,47,75,30,292,316,16,51,-33,40,2018-08-25 00:30:00+00:00,PT30M,5b80a67e5f627d7595a54949,PT30M,266.26542161854
1203,5b80a8bb6cc249162d3b22e8,317,439,273,34,54,47,137,282,16,49,-24,51,2018-08-25 01:00:00+00:00,PT30M,5b80ad575f627d7595a5494b,PT30M,328.44800132647
1204,5b80af966cc249162d3b22ea,327,358,235,14,20,5,37,312,16,46,-14,52,2018-08-25 01:30:00+00:00,PT30M,5b80b4305f627d7595a5494d,PT30M,376.051836794603
1205,5b80b66f6cc249162d3b22ec,383,457,292,39,55,40,120,345,16,45,-4,44,2018-08-25 02:00:00+00:00,PT30M,5b80bb095f627d7595a5494f,PT30M,302.410472311395
1206,5b80bd4f6cc249162d3b22ee,699,699,676,586,844,815,844,113,17,46,6,32,2018-08-25 02:30:00+00:00,PT30M,5b80c1e55f627d7595a54951,PT30M,588.393737354693
1207,5b80c4366cc249162d3b22f0,462,498,364,108,160,96,234,353,17,47,16,32,2018-08-25 03:00:00+00:00,PT30M,5b80c8be5f627d7595a54953,PT30M,315.102384489053
1208,5b80cb0e6cc249162d3b22f2,261,268,196,5,8,3,9,256,17,49,26,59,2018-08-25 03:30:00+00:00,PT30M,5b80cf985f627d7595a54955,PT30M,205.335258994893
1209,5b80d1e76cc249162d3b22f4,214,247,99,3,5,1,8,211,17,52,34,64,2018-08-25 04:00:00+00:00,PT30M,5b80d6735f627d7595a54957,PT30M,132.83095371473
1210,5b80d8c06cc249162d3b22f6,177,318,112,2,4,1,61,175,17,56,42,66,2018-08-25 04:30:00+00:00,PT30M,5b80dd4c5f627d7595a54959,PT30M,137.274038193054
1211,5b80df996cc249162d3b22f8,127,145,108,1,2,1,2,126,17,60,49,72,2018-08-25 05:00:00+00:00,PT30M,5b80e4255f627d7595a5495b,PT30M,95.3163628726196
1212,5b80e6776cc249162d3b22fa,167,203,157,5,12,9,32,162,17,65,55,55,2018-08-25 05:30:00+00:00,PT30M,5b80eaff5f627d7595a5495d,PT30M,134.329211952203
1213,5b80ed536cc249162d3b22fc,113,137,86,2,7,2,20,111,17,70,61,59,2018-08-25 06:00:00+00:00,PT30M,5b80f1d85f627d7595a5495f,PT30M,75.1313254287573
1214,5b80f42c6cc249162d3b22fe,67,72,63,1,4,4,5,66,17,76,66,64,2018-08-25 06:30:00+00:00,PT30M,5b80f8b15f627d7595a54961,PT30M,50.5792744907995
1215,5b80fb056cc249162d3b2300,43,46,39,1,8,6,11,42,16,82,70,54,2018-08-25 07:00:00+00:00,PT30M,5b80ff8a5f627d7595a54963,PT30M,21.9686692414049
1216,5b8101de6cc249162d3b2302,14,14,13,0,2,2,4,14,16,88,75,46,2018-08-25 07:30:00+00:00,PT30M,5b8106635f627d7595a54965,PT30M,7.17212719098785
1217,5b8108ba6cc249162d3b2304,1,1,1,0,0,0,0,1,16,94,79,54,2018-08-25 08:00:00+00:00,PT30M,5b810d3d5f627d7595a54967,PT30M,0.0
1218,5b810f946cc249162d3b2306,0,0,0,0,0,0,0,0,16,100,83,57,2018-08-25 08:30:00+00:00,PT30M,5b8114185f627d7595a54969,PT30M,0.0
1219,5b81166d6cc249162d3b2308,0,0,0,0,0,0,0,0,16,106,87,68,2018-08-25 09:00:00+00:00,PT30M,5b811af15f627d7595a5496b,PT30M,0.0
1220,5b811d456cc249162d3b230a,0,0,0,0,0,0,0,0,16,112,91,61,2018-08-25 09:30:00+00:00,PT30M,5b8121c95f627d7595a5496d,PT30M,0.0
1221,5b81241e6cc249162d3b230c,0,0,0,0,0,0,0,0,16,118,96,55,2018-08-25 10:00:00+00:00,PT30M,5b8128a25f627d7595a5496f,PT30M,0.0
1222,5b812b036cc249162d3b230e,0,0,0,0,0,0,0,0,16,125,100,54,2018-08-25 10:30:00+00:00,PT30M,5b8136555f627d7595a54973,PT30M,0.0
1223,5b8131dd6cc249162d3b2310,0,0,0,0,0,0,0,0,16,131,106,54,2018-08-25 11:00:00+00:00,PT30M,5b813d2e5f627d7595a54975,PT30M,0.0
